uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
appstore_14293019344_969,zepto,appstore,1.0,"I order an iron today, first of all it took 1 and 1/2 hour to reach at my address, when it reached, I found it to be faulty. It is taking hours to heat up and is not even iron simple cotton shirt. Earlier they were showing one day return and now they just have the option of replacement. Bro this is not done. And this isn’t the first time, it has happened with me earlier also. The customer care is pathetic, they don’t respond to your concerns. I want my money back. I am giving one star but if there was an option of giving zero, it would have chosen that.",False,returns_support,none,unknown,unknown,['home_kitchen'],none,none,unknown,negative
appstore_14293018845_970,zepto,appstore,1.0,"Despite being a loyal customer for years, they recently started moving on with my complaints rather than taking action: replacing or refunding. 
Use “InstaMart” instead but never this app.",False,returns_support,none,unknown,unknown,[],none,other,unknown,negative
appstore_14292955103_971,zepto,appstore,1.0,"Extremely disappointing experience with Zepto. The service has become unreliable, with delayed deliveries, poor customer support, and frequent issues with order accuracy. Instead of resolving problems quickly, customer service often provides generic responses without offering a proper solution.

This has been one of the worst delivery experiences I’ve had. I expected much better from a platform that promises fast and reliable service. Unless there are significant improvements in delivery quality, order handling, and customer support, I would not recommend Zepto.",False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14292730537_973,zepto,appstore,1.0,Customer support is really poor and you only get an automated responses. Incase of any issues during delivery a thorough investigation will never be conducted.,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14292722243_974,zepto,appstore,2.0,"Wrong size sent when asked for exchange they denied , big brands like Amazon , Myntra , Flipkart allow and these people gave reasons saying this is personal product, the guy who i chatted with was only sending system generated responses, when i asked him the app says this product can be exchanged till tomorrow so i still have time , shared the picture too but he said it’s company policy, till the end he did not answer why does it allow exchange on the app it says but you are denying. Horrible service.",False,returns_support,none,unknown,unknown,['fashion_apparel'],none,myntra,unknown,negative
appstore_14292207679_977,zepto,appstore,5.0,Perfect quality this product,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14291703387_979,zepto,appstore,1.0,"I had one of the worst experiences with Zepto today.

I had only ₹205 in my account, and after not eating anything for 8–9 hours, I ordered eggs and bread. I made the full payment because I trusted that once the payment was successful, my order would definitely be delivered.

Since my health is not good, I took my prescribed medicine believing my food would arrive shortly. However, after taking the payment, my order was cancelled by the store. When I contacted support, I was told that my refund would take 3–5 days.

This is completely unacceptable. If you accept a customer's payment, you should either deliver the order or provide an immediate refund if the order is cancelled. Keeping a customer's money for several days after cancelling the order is unfair, especially in situations where that money is all they have.

At the time of writing this, it is around 3:11 AM. I live alone, I have no food, I have already taken my medicine, and I have no way to arrange money or ask anyone for help at this hour. Taking medicine on an empty stomach can be risky, and this situation has caused me immense stress.

This is not just about ₹205. It is about customer trust, responsibility, and basic human concern. I hope Zepto reviews its cancellation and refund policy so that no other customer has to go through such a distressing experience",False,returns_support,none,urgent_need,low,['grocery_staples'],none,none,unknown,negative
appstore_14290109977_984,zepto,appstore,1.0,Very disappointed with my Zepto experience. I have received spoiled and rotten mangoes and coconuts with very less quantity of water. The quality procedures seems incompatible specially in fresh fruit and vegetables,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14289907276_986,zepto,appstore,1.0,I had been using Zepto from last three years initially it was deliver good quality but right for every packs of Milk one pack was spoiled one and coming fruits almost in bad condition and more over some price are too high compared to market plac,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
appstore_14286524361_1001,zepto,appstore,1.0,"Items in the cart will automatically gets out of stock and at the time of billing it gets added. There is no chat option, there is no cancellation even if you're going to cancel it within a minute. It will show you the delivery time as 30-45 mins, order is getting packed yet you cannot cancel it. Now packaging, items are handed to you in a normal plastic bag. Trust me uninstall this app, we have better option with other players as amazon now, blinkit, instamart coming in... very bad app and pathetic service.",False,returns_support,none,unknown,unknown,[],none,other,unknown,negative
appstore_14285658733_1005,zepto,appstore,1.0,"You see , you like product, they will increase prices 
Still you order you get fake or low quality product 
All items even milk is not handled properly usually soiled packs
Pretty bad experience in last few months.",False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14285600109_1006,zepto,appstore,1.0,"They sell cheap almost expiring, damaged and bad quality products so they can show the lowest prices on their apps. Way better to order form Swiggy or Blinkit",False,trust_quality,none,unknown,unknown,['other'],none,blinkit,unknown,negative
appstore_14285302503_1007,zepto,appstore,1.0,Worst shopping app. Should have return policy. Many times they will deliver expired items which is really painful to discard and they will not take it back. Although they refund but there should be return policy.,False,returns_support,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14285069253_1009,zepto,appstore,1.0,Zepto service is horrible. I have faced issues like ordered something and waiting for order meanwhile delivery agent just sit somewhere and chill. I called agent multiple times but he is not picking up the call. The vehicle on the map is even not moving till last one hour. And there is no way to connect with Zepto customer care and even we cannot cancel order. Totally pathetic service and will never recommend to anyone.,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14284557769_1016,zepto,appstore,1.0,This people are selling expired products by actually erasing the dates on the packet and then they say from our end its within usage n all how can these people force consumers to have something that has no expiry or manufacturing date visible on it such a useless app with useless team surely i’ll be raising this issue further zepto enjoy looting the consumers and playing with their health would really recommend people stop using such cheating apps,False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14284537680_1017,zepto,appstore,1.0,They send you melted Products or expiry an old items and they say we check with team we sent you in good condition no apologise no refund you can try.,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14284239953_1019,zepto,appstore,1.0,"Their customer service team is unhelpful. They are unlikely to address reported issues and often support the seller’s position, even when customers receive damaged, expired, rotten, or stale products. Customers should not expect a refund and should consider this risk before proceeding.",False,returns_support,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14282189702_1025,zepto,appstore,1.0,"I used to spend upwards of ₹10,000 a month on this app, but I am completely done. I ordered ice cream and a Diet Coke, and they arrived completely melted and warm. When I reached out to chat support, I was trapped in a loop of automated bot replies claiming the liquid ice cream was ""delivered in good condition.""
It gets worse. When I finally got on the phone with customer service to escalate the issue, the agent refused to transfer me to a supervisor, put me on hold to run out the clock, and then deliberately hung up on me. A second agent, Susmitha, called back later just to say she was ""taking feedback"" and abruptly hung up on me again.
I didn't even want a refund—I just wanted accountability. Their outsourced support team cares more about closing tickets and protecting their call metrics than actually helping loyal customers. If you are ordering in Chennai and expect cold items to actually arrive cold, use their competitors instead. Completely unacceptable service. Uninstalling immediately.",False,returns_support,none,replenishment,low,['snacks_beverages'],none,other,unknown,negative
appstore_14281697253_1028,zepto,appstore,1.0,"I've been using Zepto for the last two years. Have I ever raised a complaint about any delivery partner before? I don't think so. But this issue has happened repeatedly, and it's unacceptable.

Your delivery partners simply refuse to deliver to the doorstep and directly tell customers, ""If you want your order, come downstairs and collect it."" Today, I even informed the delivery partner that I was in a meeting and couldn't come down, but he still refused to deliver the order to my doorstep.

If I had the time to go downstairs and collect my order, why would I use Zepto in the first place? I could simply go outside and buy the items myself. The whole purpose of ordering through Zepto is doorstep delivery and convenience.

Please speak to your delivery partners and resolve this issue. I don't want this to happen again—not just to me, but to any customer. I expect better service from a company I've trusted for the past two years.",False,delivery_ops,none,unknown,unknown,[],none,none,autopilot_narrow,negative
appstore_14280601428_1034,zepto,appstore,1.0,"Guys don’t use this App , there are selling a cheap quality vegetables and fruits either high price , and we can’t even able to contact them, this app is a scam. Don’t use they will loot your money by selling a poor quality products.",False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14279091338_1038,zepto,appstore,1.0,"Ordered Original Apple charging Wire, got fake old model USB to C Wire",False,trust_quality,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
appstore_14277417344_1045,zepto,appstore,1.0,Now able to see my referral code and could not able to suggest to other,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14277186776_1047,zepto,appstore,1.0,"I ordered a Royal Enfield helmet which clearly mentioned that it has a 3 days return policy, when the helmet arrived its packaging was very dirty and it had dirty handprints all over the cover. When i tried contacting them that i want a return or exchange as the product i ordered has 3 days return policy they simply said that they couldn’t do anything cause the product is intact. After multiple complaints in the chatbox they are not letting me complain again and there are false reply on the mail that they tried calling me and are not able to reach me.
Please don’t trust this app while ordering anything expensive. I was thinking of buying a phone from here but now i’m just deleting their app. Worst app and worst support.",True,returns_support,trust_quality,unknown,high,['electronics_accessories'],"when considering expensive electronics, I want reliable returns support and authentic product condition, so I can confidently purchase.",none,unknown,negative
appstore_14276846527_1051,zepto,appstore,2.0,The delivery system and management is absolutely horrible. Very frequent wrong deliveries and the customer support is absent and the poorest quality of products delivered every time,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14276840659_1052,zepto,appstore,5.0,"This is the first time I’m writing a review Zepto is the best instant delivery apps out there easy to deal with no delivery fee or handling charges over 149 great offer and discounts wide variety of products and great customer service. I love you guys 
Just start giving coupons to regular customers hahah",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14276763105_1053,zepto,appstore,1.0,Product review,False,other,none,unknown,unknown,[],none,none,unknown,neutral
appstore_14276601069_1056,zepto,appstore,1.0,"I had a very disappointing experience with Zepto. My order arrived with some items missing, and I strongly believe they were taken before delivery. When I contacted customer support, instead of investigating the issue properly, they simply denied my complaint and refused to provide any proof, such as packing or delivery evidence.

As a customer, I expect transparency and accountability. If Zepto claims that the order was packed correctly, they should be able to provide supporting evidence. Simply rejecting the complaint without a proper investigation is unacceptable.

I am extremely dissatisfied with both the delivery service and the customer support. This experience has completely damaged my trust in Zepto. I hope the company takes customer complaints more seriously, conducts a fair investigation, and ensures that such incidents do not happen to other customers.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14274793973_1063,zepto,appstore,1.0,Zepto have one of the pathetic customer care service when it comes to any electronic item. Order via Amazon it would be easier.,True,returns_support,trust_quality,unknown,unknown,['electronics_accessories'],"when I need to purchase electronics, I want reliable customer support, so I can resolve issues confidently.",amazon,unknown,negative
appstore_14274291444_1065,zepto,appstore,1.0,"Received wrong & bad quality products . I shared clear image proof multiple times, yet all I received were template replies and false assurances of callbacks. Despite repeatedly requesting to speak with a senior support representative, no one contacted me.
The issue wasn’t just the wrong products—it was the complete lack of accountability and customer care. Customers should not have to pay for products they didn’t order or groceries that are not in acceptable condition.
Very disappointing experience with Zepto’s customer support and complaint resolution.",False,returns_support,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14274162293_1066,zepto,appstore,5.0,Highly Recommended,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14273326167_1071,zepto,appstore,1.0,Fraudulent and third class app giving third class services to customer giving poor quality products and denied refund too.,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14272574389_1076,zepto,appstore,5.0,"Services are so horrible, they take 30 mnt to 1 hour to delive.. if delivered wrong product they do not arrange replacement same time, i got a wrong product, then in replacement after an hour nobody came but delivered marked.. then im chatting cs, wasting time… and they are asking to arrange pickup again… a lot of time product left out with me only .. waste of money.. refund goes to wallet",False,delivery_ops,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14271210101_1079,zepto,appstore,1.0,"I had one of the worst shopping experiences with Zepto.

I ordered a mouse and keyboard combo with Open Box Delivery. During delivery, the delivery executive only showed me the keyboard and mouse and asked for the OTP. After I provided the OTP and properly opened the mouse packaging, I discovered that the USB receiver (dongle) was missing, making the wireless mouse completely unusable.

When I contacted customer support, they simply refused to help, stating that it was an Open Box Delivery and therefore they could not offer a replacement or refund. This is extremely disappointing because Open Box Delivery is meant to verify that the correct product has been delivered—not to inspect every internal component or accessory sealed inside the packaging.

Customers should not be penalized for missing items that cannot reasonably be verified during doorstep delivery. Instead of taking responsibility, Zepto has chosen to hide behind its policy and leave the customer with a defective, unusable product.

I expected much better service from Zepto. If this is how genuine issues are handled, I cannot recommend ordering electronics from them. Think twice before purchasing anything through Zepto, especially products with Open Box Delivery.",True,returns_support,trust_quality,search_intent,medium,['electronics_accessories'],"when I need to purchase electronics with confidence, I want reliable return and support policies, so I can trust the platform to resolve issues fairly",amazon,unknown,negative
appstore_14270689061_1084,zepto,appstore,1.0,It is the worst delivery app. 10 out of 10 orders delayed. Not just 10-15 mins but on an average 25-35 mins late. Always shows slightly late and delay in order. And 6 out of 10 times I receive bad packed and miserable condition product. I strongly suggest not to order from this app if you want peace of mind and value your time.,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14270260438_1087,zepto,appstore,1.0,"Extremely disappointed with Zepto. The products I received did not match the description, and one of them didn’t even work properly. Despite this, customer support refused to process a return or provide a satisfactory resolution.

On top of that, the delivery took much longer than the promised time, which completely defeats the purpose of using a quick-commerce app.

Overall, the experience was frustrating from start to finish—misleading product descriptions, poor quality control, and unhelpful customer service. I’ll be using Blinkit going forward, as I’ve had a much more reliable experience there.

I would not recommend Zepto until they improve their product quality, return policy, and delivery reliability.",False,returns_support,none,unknown,unknown,[],none,blinkit,unknown,negative
appstore_14269176244_1090,zepto,appstore,1.0,This is probably the worst delivery app ever. Even Bigbasket is better than zepto. Pls don’t order from here. There have been so many instances where i have gotten wrong products delivered and when i go to the help section they deny to return saying it’s the correct product or they say to drop an email which takes at-least 24 hrs to get a reply or solution. They lie to your face saying that they have sent the right product. Zepto literally takes their customers to be fools! Happening the 4th or 5th time with me now and i am resorting to this. Very highly disappointing. They even ask for otp on purpose so that it is more difficult to initiate return or exchange. Pls beware and rather pay a few extra rupees on other apps like blinkit or instamart rather than order from here. So fed up!!,False,returns_support,none,unknown,unknown,['other'],none,bigbasket,unknown,negative
appstore_14266454293_1104,zepto,appstore,1.0,Poorest quality with smell,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
appstore_14266134592_1106,zepto,appstore,1.0,"Cockroaches coming out of the packs.. Received Extremely unhygienic and weird smelled products .. 

Your hygiene standards are getting very low ! Daily",False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14265171528_1110,zepto,appstore,1.0,Be aware they are scamming people as when you complain they say it’s a not returnable item then do hell man how you are selling this online delivery in minutes you are delivering cancer more at door step and not carrying what you are delivering make a barcode to know whether it’s ur store cigarettes or being delivered from outside with store manager involvement whole bangolre delivery sucks,False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14264828750_1113,zepto,appstore,1.0,He was not able to come at my location he vi very mad i need urgent things but zepto is very un usefull,False,delivery_ops,none,urgent_need,unknown,[],none,none,unknown,negative
appstore_14264605782_1115,zepto,appstore,1.0,"Always I see handling charges 40, whereas I don’t see in other accounts. Very restricted compare to other apps",False,price_value,none,unknown,unknown,[],none,other,unknown,negative
appstore_14264274785_1116,zepto,appstore,1.0,"This is extremely misleading. I ordered these Quaker Rolled Oats from Zepto because the product image on the app clearly showed 12g protein per 50g serving. However, the product I actually received has a nutrition label stating only 4.7g protein per 40g serving (11.8g per 100g).

The image displayed on the app appears to have been altered or edited to make the protein content look significantly higher. I specifically purchased this product for its advertised nutritional value, and what I received does not match the information shown in the listing.

Whether this was an error or an intentionally edited image, it is misleading to customers and influences purchasing decisions. Zepto should immediately correct the listing, investigate how this happened, and ensure product images accurately reflect the actual packaging. This kind of misleading product information damages customer trust.",False,trust_quality,none,search_intent,high,['grocery_staples'],none,none,unknown,negative
appstore_14263331073_1117,zepto,appstore,5.0,"Zepto cafe is good with food, good prices compared with Amazon and Flipkart. Electronics also good price and fast delivery",False,price_value,none,unknown,unknown,"['snacks_beverages', 'electronics_accessories']",none,amazon,unknown,positive
appstore_14262065004_1121,zepto,appstore,1.0,worst app and worst company shows delivery as 30 min and it has been delivered after 1.5 hours also .No customer support and no call back request nothing we should sit and chat with Ai for our query which is useless if you don’t reply within 1 min the chat request is closed we wait for hours and they don’t wait for a min im uninstalling immediately an recommend no one to use this app,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14261979422_1123,zepto,appstore,1.0,Didn’t help with the expired product received,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14261438504_1125,zepto,appstore,1.0,"Extremely disappointing customer service. I ordered fresh vegetables, but the tinda delivered was overriped that it wasn’t suitable for cooking. Instead of addressing the actual issue, I received multiple copy-paste responses claiming the product matched the description and even mentioning an “expiry date” for a fresh vegetable, which made no sense.

It was obvious that no one genuinely reviewed my complaint. The responses were repetitive, generic, and completely ignored the concern I had raised. As a customer, I expected a fair quality check or at least a meaningful investigation, but all I got was an automated rejection.

Fast delivery means nothing if the quality is poor and customer support refuses to take responsibility. I expected much better from Zepto. Until they improve their quality control and customer support, I cannot recommend this app.",False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14260481680_1128,zepto,appstore,1.0,"Promises 20mins or 10mins before ordering and then delays it without even updating real time. Apologises using bots. This is like 10th time i observed before ordering shows short delivery time but after placing order you dont know when it comes. Seems no proper alignment of orders to deliver and assignment. Delivery guys i spoke to complain of last minute additions which are not even on same route or near by. What are you using your platforms software for if it cannot give real time before ordering. If i dont know when it comes then its as bad as a govt rtc bus like in 90’s. Better blinkit and big basket. Thanks for giving wrong timelines and no questjon of trusting again.
Hyderabad",False,delivery_ops,none,unknown,unknown,[],none,blinkit,unknown,negative
appstore_14260457125_1130,zepto,appstore,2.0,There is no way to return the articles which were received in poor quality,False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14258878891_1133,zepto,appstore,1.0,Worst app don’t use all low quality products,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
appstore_14258606956_1135,zepto,appstore,1.0,"Worst app, I have ordered my groceries & the delivery person is delivery 2 order at same time. Even the customer care is almost supporting.",False,delivery_ops,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14258507247_1136,zepto,appstore,1.0,"every time I had received order less items …Every time asking for missed item  amount  this is worst management…I will delete this app now
And I will suggest my frnds dont buy in zepto it’s fake app and fake management",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14258411960_1138,zepto,appstore,5.0,"I’ve always loved using Zepto because of the fast delivery and my place is a bit interior as well with Zepto still Developers not even Instamart comes to my place but Zepto delivers here and itself. I’m very happy not only that if anything goes wrong if I Complaint the customer care, they sorted out so fast. It’s a it’s amazing using Zepto and I don’t know. I don’t think I’ll use any other app except Zepto unbelievable deals. I get you know if I purchase a particular amount I get some cashback also like I like Offer something like that they’re also like deals every other day so yeah that’s not a promotion or anything but truly I really love using Zepto almost use it daily. It’s become that bad but yeah, I’m reliant on Zepto for my everyday needs.",False,habit_convenience,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,positive
appstore_14257566904_1142,zepto,appstore,1.0,"Refused to Resolve Missing Item!Do not trust Zepto. I ordered two packets of an item, but the delivery executive only handed over one.When I contacted customer care to report the missing item, they completely refused to resolve the issue or offer a refund. Instead of checking their inventory or delivery logs, they simply closed the ticket and denied support.They are happy to take your money upfront but offer zero accountability when they mess up your order. Absolutely pathetic customer service. Save your money and use other delivery apps that actually care about their customer",False,returns_support,none,unknown,unknown,['other'],none,other,unknown,negative
appstore_14257345238_1143,zepto,appstore,1.0,"Zepto has one mantra, you purchase from me but I will never refund or provide replacement for anything gone wrong. So be careful before you purchase from Zepto.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14256201590_1149,zepto,appstore,1.0,"Whenever try to order vegetables they exclude them saying exceeded by 1 order again tomorrow is this some kind of joke or what, does they do this to show how much traffic they are generating it is a scam I have never seen anything like this in other apps they know how to treat their customers and they don’t create fake traffic like this for example blinkit, Swiggy instamart, Jio mart, big basket. Idiotic app and idiotic developers and scam like this doing in the app. I will share this issue of this app to government grievance cell too so that they also know what Zepto is doing through their app.",False,assortment_gap,none,replenishment,low,['grocery_staples'],none,blinkit,autopilot_narrow,negative
appstore_14255420192_1151,zepto,appstore,1.0,Zepto sells fake product and their helpline sucks . When a complain is made about the fake product they say the complain is valid only if made within 3 days of purchase . How is one suppose to know in advance whether a product is genuine or fake . in about 10 days when a complain was intended  to be registered it did not acknowledge the complain .  The fake product continue to be on their shelf . Not sure if it is intentional in order to squeeze on the profit . The BATA shoe purchase for the child is fake and it is of rexine.,True,returns_support,trust_quality,unknown,unknown,['fashion_apparel'],"when I need to buy branded shoes for my child, I want genuine products, so I can trust the quality and durability.",none,unknown,negative
appstore_14253625037_1159,zepto,appstore,1.0,Don’t use this app it’s both but spoiled food use Blinkit instead of Zepto,False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,blinkit,unknown,negative
appstore_14253484846_1160,zepto,appstore,1.0,Cancelled my order after making me wait at the last minute also if u take full payment with the order why make us wait 5-7 days for refund?,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14253268067_1164,zepto,appstore,1.0,"They not fullfill their commitment for order , if you are hurry not use zepto, I refer to use Flipkart minutes instead of zepto. If you order by zepto the order show 7 min for 1-2 hour and then they your order canceled due to technical reason",False,delivery_ops,none,unknown,unknown,['other'],none,flipkart,unknown,negative
appstore_14253040399_1165,zepto,appstore,1.0,"This is the worst app,first they will send you wrong product and there is no mechanism to get the correct product or refund,you will be moving in a loop of mails with courtesy messages",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14252916482_1166,zepto,appstore,1.0,"Avoid Zepto. This was one of the worst customer support experiences I've had.

I ordered 3 Amul Red Tetra Pack milk cartons, but instead received 6 Amul Moti milk pouches. These are different products with different packaging, and the quantity delivered did not match my order. The product I ordered was also more expensive than what I received.

If the ordered product was unavailable, the correct approach would have been to inform me, seek my approval for a substitute, or issue a refund. Instead, the product was changed without my knowledge or consent.

I immediately contacted support, attaching screenshots of my order showing the Amul Red Tetra Pack and photographs of the Amul Moti milk pouches that were actually delivered. Despite this clear evidence, I received a generic response claiming that the seller had ""thoroughly reviewed"" the order and confirmed that the delivered product matched the order and app description, so no refund or exchange would be provided.

I then pointed out the obvious facts:

Amul Red Tetra Pack and Amul Moti milk pouches are completely different products.
The delivered quantity did not match my order.
I asked how they concluded that the order was fulfilled correctly despite the evidence.
Instead of answering these questions, they simply claimed they had tried calling me twice. I never received any missed call or answered call on my registered number. I even asked them to provide the date, time, and phone number from which they supposedly called, but they ignored that request as well.
I also requested the evidence used during their so-called verification, such as packing verification records or CCTV footage from the packing station, if available. Again, no response—just the same copied-and-pasted template stating that the seller had verified everything and no refund or exchange would be processed.

Since Zepto provides virtually no effective customer support and directs customers to email, I contacted the delivery partner myself. I have an audio recording in which he stated that the seller had intentionally substituted the product and that if the customer complained, they would normally accept a return or process a refund.

I later spoke directly with the seller, and I have that conversation recorded as well. The seller admitted that the originally scanned tetra packs were damaged and were replaced with six milk pouches before dispatch. Even more importantly, the seller confirmed that no one from Zepto had contacted them regarding my complaint before my claim was rejected.

This directly contradicts Zepto's repeated claim that the seller had thoroughly reviewed the order. Either no proper investigation was conducted, or the responses sent to me were simply generic templates without verifying the facts.

I informed Zepto of this new information and even shared the recordings, requesting a proper re-investigation. Their response? The exact same copied message yet again:

""The seller has thoroughly reviewed your order and confirmed that the product was delivered in good condition as per the app description. Unfortunately, the seller is unable to process a refund or exchange.""
I even emailed their main support address with the entire conversation, hoping it might reach a real support team rather than an automated system. I received no response, even after waiting until the next day. The in-app chat simply kept directing me to email support, and there appears to be no customer care phone number available for customers to escalate genuine issues.

I am a regular buyer of Amul Red Tetra milk, and my order history clearly reflects that. I have never ordered Amul Moti milk pouches. It makes no sense for a customer to purchase a more expensive product and then falsely claim they received a cheaper substitute.

The most disappointing part wasn't the delivery mistake—it was Zepto's refusal to investigate despite screenshots, photographs, audio recordings, and even the seller's own admission. Every response was a copy-paste template that ignored the actual facts.

Based on my experience, I cannot recommend ordering from Zepto. If something goes wrong with your order, don't expect a meaningful investigation or accessible customer support.",False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14252708646_1167,zepto,appstore,5.0,I personally suggest this app as it is quick in terms of food product or any product to get delivered at your door step . Have been using this app since last 5 months family is happy with zepto service thank you,False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
appstore_14250570974_1173,zepto,appstore,1.0,"Worst customer service experience with Zepto. They delivered completely melted ice cream, and I reported it with photos immediately after delivery. Instead of taking responsibility, they simply denied my refund, saying the product was in good condition. If this is considered “good condition,” I have no confidence in Zepto’s quality checks or customer support. Very disappointing. Not recommended for frozen items.",False,returns_support,none,replenishment,low,['snacks_beverages'],none,none,unknown,negative
appstore_14248504758_1184,zepto,appstore,1.0,"After my recent experience, I personally avoid ordering bread, paneer, milk products, eggs, or chocolates from instant delivery apps. I received a paneer packet that was already opened, smelled bad, and tasted sour. When I opened it to check the quality and requested a return, I was told that opened food packets cannot be returned.

My question is: How can a customer know whether a food product is spoiled without opening it?

In my experience, I’ve also received products that were close to expiry or had quality issues. Many times, expiry dates are not noticed until the product is opened and checked.

I’m sharing this so others can be careful. Always check the expiry date and the condition of the product before consuming it, and report any issues immediately. I hope these companies improve their quality checks and customer support for food safety.",True,trust_quality,trust_quality,replenishment,high,['grocery_staples'],"when I need essential food items like bread, milk, or paneer, I want to purchase from a trusted source that guarantees quality and freshness, so I can consume safe products and avoid food waste.",offline,autopilot_narrow,negative
appstore_14314299229_2019,bigbasket,appstore,3.0,"App and service is good but prices are very high compare to other online apps like blink it insta mart etc. also many products are not available on time. 
Price on google for products varies from app price it’s more on app.",False,price_value,none,unknown,unknown,['other'],none,"[""blinkit"", ""other""]",unknown,negative
appstore_14312759347_2020,bigbasket,appstore,3.0,Of late the quality of vegetables has become very poor,False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14309348182_2024,bigbasket,appstore,1.0,"I ordered some item one item missing everyday I complained but no one help me. Total fraud app please dony buy any item from bigbasket
Please use blinkit and swiggy.",False,returns_support,none,unknown,unknown,['other'],none,blinkit,unknown,negative
appstore_14306262773_2028,bigbasket,appstore,1.0,Team today I have order a product which been expired 8 days back,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14305657792_2031,bigbasket,appstore,1.0,Not replacement available for size issue,False,returns_support,none,unknown,unknown,['fashion_apparel'],none,none,unknown,negative
appstore_14305163742_2032,bigbasket,appstore,5.0,Good quality with reasonable price and quick delivery.,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14296743320_2049,bigbasket,appstore,1.0,"This is the worst shopping app I’ve ever used. They take your money but don’t deliver the correct products. I strongly recommend placing orders only with Cash on Delivery (COD). The items delivered are often not what you ordered, and their customer support is unhelpful and argues instead of solving the problem. Very disappointing experience.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14293329482_2053,bigbasket,appstore,3.0,"The App has serious user interface challenges. The search function has been too slow , not yielding appropriate results and does not have even auto-complete suggestions to reduce the typing of user.

In recent days in July 2026, additionally every alternate day the App was saying “ we will be back sooon 

Its totally frustrating… After a loyal customer for BB
For more than a decade I am seriously considering Amazon Fresh and Amazon Now",False,app_ux,none,unknown,unknown,[],none,amazon,autopilot_narrow,negative
appstore_14292806194_2054,bigbasket,appstore,1.0,Returned expired curd to delivery boy he said 48 hrs money will be refunded . No refund called after 48 hrs and cus care said complaint should be done within 48 hrs . No refund of money loss 110 rs . Planed fraud,False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14289410066_2061,bigbasket,appstore,1.0,"Fake app
Totally fraud
Cancel every order without any information.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
